trial_id,model,bias,surface,condition,temperature,gain_value,loss_value,price_value,prompt,raw_response,parsed_choice,parse_failed,timestamp
gemma3:4b__framing__canonical__gain_frame__t07__030,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:35.391976+00:00
gemma3:4b__framing__canonical__gain_frame__t07__031,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:38.226854+00:00
gemma3:4b__framing__canonical__gain_frame__t07__032,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:40.939761+00:00
gemma3:4b__framing__canonical__gain_frame__t07__033,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:43.867568+00:00
gemma3:4b__framing__canonical__gain_frame__t07__034,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:46.778525+00:00
gemma3:4b__framing__canonical__gain_frame__t07__035,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:49.736116+00:00
gemma3:4b__framing__canonical__gain_frame__t07__036,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:52.703830+00:00
gemma3:4b__framing__canonical__gain_frame__t07__037,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:55.614205+00:00
gemma3:4b__framing__canonical__gain_frame__t07__038,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:08:58.546931+00:00
gemma3:4b__framing__canonical__gain_frame__t07__039,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:01.542552+00:00
gemma3:4b__framing__canonical__gain_frame__t07__040,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:04.444965+00:00
gemma3:4b__framing__canonical__gain_frame__t07__041,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:07.376770+00:00
gemma3:4b__framing__canonical__gain_frame__t07__042,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:10.477407+00:00
gemma3:4b__framing__canonical__gain_frame__t07__043,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:13.443870+00:00
gemma3:4b__framing__canonical__gain_frame__t07__044,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:16.239894+00:00
gemma3:4b__framing__canonical__gain_frame__t07__045,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:19.113046+00:00
gemma3:4b__framing__canonical__gain_frame__t07__046,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:22.083163+00:00
gemma3:4b__framing__canonical__gain_frame__t07__047,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:25.030195+00:00
gemma3:4b__framing__canonical__gain_frame__t07__048,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:27.804567+00:00
gemma3:4b__framing__canonical__gain_frame__t07__049,gemma3:4b,framing,canonical,gain_frame,0.7,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:30.733843+00:00
gemma3:4b__framing__canonical__loss_frame__t07__000,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:34.045446+00:00
gemma3:4b__framing__canonical__loss_frame__t07__001,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:36.968054+00:00
gemma3:4b__framing__canonical__loss_frame__t07__002,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:39.926355+00:00
gemma3:4b__framing__canonical__loss_frame__t07__003,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:42.777108+00:00
gemma3:4b__framing__canonical__loss_frame__t07__004,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:45.713372+00:00
gemma3:4b__framing__canonical__loss_frame__t07__005,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:48.486681+00:00
gemma3:4b__framing__canonical__loss_frame__t07__006,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:51.379882+00:00
gemma3:4b__framing__canonical__loss_frame__t07__007,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:56.108370+00:00
gemma3:4b__framing__canonical__loss_frame__t07__008,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:09:58.851214+00:00
gemma3:4b__framing__canonical__loss_frame__t07__009,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:01.614219+00:00
gemma3:4b__framing__canonical__loss_frame__t07__010,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:04.426737+00:00
gemma3:4b__framing__canonical__loss_frame__t07__011,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:07.381212+00:00
gemma3:4b__framing__canonical__loss_frame__t07__012,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:10.202557+00:00
gemma3:4b__framing__canonical__loss_frame__t07__013,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:13.108765+00:00
gemma3:4b__framing__canonical__loss_frame__t07__014,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:16.099406+00:00
gemma3:4b__framing__canonical__loss_frame__t07__015,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:19.013424+00:00
gemma3:4b__framing__canonical__loss_frame__t07__016,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:21.925916+00:00
gemma3:4b__framing__canonical__loss_frame__t07__017,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:24.896835+00:00
gemma3:4b__framing__canonical__loss_frame__t07__018,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:27.746457+00:00
gemma3:4b__framing__canonical__loss_frame__t07__019,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:30.626052+00:00
gemma3:4b__framing__canonical__loss_frame__t07__020,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:33.437567+00:00
gemma3:4b__framing__canonical__loss_frame__t07__021,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:36.375504+00:00
gemma3:4b__framing__canonical__loss_frame__t07__022,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:39.293501+00:00
gemma3:4b__framing__canonical__loss_frame__t07__023,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:42.200030+00:00
gemma3:4b__framing__canonical__loss_frame__t07__024,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:45.143367+00:00
gemma3:4b__framing__canonical__loss_frame__t07__025,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:47.973966+00:00
gemma3:4b__framing__canonical__loss_frame__t07__026,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:50.846478+00:00
gemma3:4b__framing__canonical__loss_frame__t07__027,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:53.678701+00:00
gemma3:4b__framing__canonical__loss_frame__t07__028,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:56.485135+00:00
gemma3:4b__framing__canonical__loss_frame__t07__029,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:10:59.329827+00:00
gemma3:4b__framing__canonical__loss_frame__t07__030,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:02.134554+00:00
gemma3:4b__framing__canonical__loss_frame__t07__031,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:04.941720+00:00
gemma3:4b__framing__canonical__loss_frame__t07__032,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:07.890450+00:00
gemma3:4b__framing__canonical__loss_frame__t07__033,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:10.876053+00:00
gemma3:4b__framing__canonical__loss_frame__t07__034,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:13.671196+00:00
gemma3:4b__framing__canonical__loss_frame__t07__035,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:16.530238+00:00
gemma3:4b__framing__canonical__loss_frame__t07__036,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:19.519794+00:00
gemma3:4b__framing__canonical__loss_frame__t07__037,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:22.466141+00:00
gemma3:4b__framing__canonical__loss_frame__t07__038,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:25.518269+00:00
gemma3:4b__framing__canonical__loss_frame__t07__039,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:28.523873+00:00
gemma3:4b__framing__canonical__loss_frame__t07__040,gemma3:4b,framing,canonical,loss_frame,0.7,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T07:11:31.384765+00:00
