trial_id,model,bias,surface,condition,temperature,gain_value,loss_value,price_value,prompt,raw_response,parsed_choice,parse_failed,latency_ms,retry_count,timestamp
gpt-4o-mini__framing__canonical__gain_frame__t00__026,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,607,0,2026-04-30T04:45:34.048186+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__027,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,803,0,2026-04-30T04:45:34.953407+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__028,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,588,0,2026-04-30T04:45:35.643430+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__029,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,768,0,2026-04-30T04:45:36.513493+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__030,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,755,0,2026-04-30T04:45:37.370096+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__031,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,812,0,2026-04-30T04:45:38.283473+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__032,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,764,0,2026-04-30T04:45:39.149554+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__033,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,572,0,2026-04-30T04:45:39.823335+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__034,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,613,0,2026-04-30T04:45:40.538226+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__035,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,589,0,2026-04-30T04:45:41.228680+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__036,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,737,0,2026-04-30T04:45:42.066638+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__037,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,578,0,2026-04-30T04:45:42.747061+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__038,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,766,0,2026-04-30T04:45:43.615489+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__039,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,776,0,2026-04-30T04:45:44.492866+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__040,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,771,0,2026-04-30T04:45:45.365534+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__041,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,778,0,2026-04-30T04:45:46.245497+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__042,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,621,0,2026-04-30T04:45:46.968037+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__043,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,787,0,2026-04-30T04:45:47.856963+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__044,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,774,0,2026-04-30T04:45:48.732701+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__045,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,600,0,2026-04-30T04:45:49.434078+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__046,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,626,0,2026-04-30T04:45:50.161368+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__047,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,754,0,2026-04-30T04:45:51.017584+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__048,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,593,0,2026-04-30T04:45:51.712799+00:00
gpt-4o-mini__framing__canonical__gain_frame__t00__049,gpt-4o-mini,framing,canonical,gain_frame,0.0,,,,"600 people are at risk.

Program A: 200 will be saved.
Program B: 1/3 chance all 600 saved, 2/3 chance none saved.

Choose A or B. Reply with only the letter A or B.",A,A,False,599,0,2026-04-30T04:45:52.413614+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__000,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,804,0,2026-04-30T04:45:53.319036+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__001,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,639,0,2026-04-30T04:45:54.059010+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__002,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,779,0,2026-04-30T04:45:54.939521+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__003,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,804,0,2026-04-30T04:45:55.844467+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__004,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,624,0,2026-04-30T04:45:56.570106+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__005,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,1903,0,2026-04-30T04:45:58.574840+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__006,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,763,0,2026-04-30T04:45:59.439816+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__007,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,827,0,2026-04-30T04:46:00.368627+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__008,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,772,0,2026-04-30T04:46:01.242447+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__009,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,597,0,2026-04-30T04:46:01.941711+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__010,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,812,0,2026-04-30T04:46:02.855350+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__011,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,612,0,2026-04-30T04:46:03.569274+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__012,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,758,0,2026-04-30T04:46:04.428984+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__013,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,772,0,2026-04-30T04:46:05.302005+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__014,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,748,0,2026-04-30T04:46:06.152147+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__015,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,780,0,2026-04-30T04:46:07.034628+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__016,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,781,0,2026-04-30T04:46:07.917970+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__017,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,634,0,2026-04-30T04:46:08.653842+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__018,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,749,0,2026-04-30T04:46:09.504309+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__019,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,596,0,2026-04-30T04:46:10.201503+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__020,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,5123,0,2026-04-30T04:46:15.425377+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__021,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,784,0,2026-04-30T04:46:16.311104+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__022,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,575,0,2026-04-30T04:46:16.987895+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__023,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,743,0,2026-04-30T04:46:17.832416+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__024,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,663,0,2026-04-30T04:46:18.596996+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__025,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,1321,0,2026-04-30T04:46:20.019840+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__026,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,862,0,2026-04-30T04:46:20.984070+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__027,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,583,0,2026-04-30T04:46:21.668767+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__028,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,633,0,2026-04-30T04:46:22.404240+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__029,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,587,0,2026-04-30T04:46:23.092938+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__030,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,791,0,2026-04-30T04:46:23.985398+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__031,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,782,0,2026-04-30T04:46:24.868815+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__032,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,742,0,2026-04-30T04:46:25.711819+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__033,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,613,0,2026-04-30T04:46:26.425570+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__034,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,598,0,2026-04-30T04:46:27.125493+00:00
gpt-4o-mini__framing__canonical__loss_frame__t00__035,gpt-4o-mini,framing,canonical,loss_frame,0.0,,,,"600 people are at risk.

Program A: 400 will die.
Program B: 1/3 chance none die, 2/3 chance all 600 die.

Choose A or B. Reply with only the letter A or B.",B,B,False,767,0,2026-04-30T04:46:27.994694+00:00
